UniqueCarrier,FlightNum,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Year,CRSElapsedTime,ActualElapsedTime,ArrDelay,DepDelay,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
XE,2853,GSP,CLE,450,4,7,7,2005,90,88,162,164,4,16,0,0,0,0,162
OH,4999,CVG,ORD,264,2,17,7,2007,79,86,21,14,7,18,14,0,7,0,0
WN,309,MCO,BHM,478,5,31,8,2007,85,81,39,43,3,8,5,0,0,0,34
AA,830,DFW,MSP,852,2,17,4,2007,140,143,64,61,5,16,16,0,3,0,45
WN,1776,PVD,BWI,328,3,18,7,2007,75,68,50,57,3,9,0,0,19,0,31
UA,539,DEN,LAX,862,5,8,9,2006,153,146,87,94,10,11,87,0,0,0,0
MQ,4015,ORD,ROC,528,6,1,12,2007,100,225,258,133,6,154,0,133,125,0,0
UA,368,SJC,DEN,948,3,22,12,2004,148,163,28,13,5,15,13,0,15,0,0
US,235,LAS,SMF,397,7,26,11,2006,93,87,21,27,2,14,2,0,0,0,19
YV,7249,ORD,FSD,462,3,4,1,2006,101,100,84,85,5,14,0,0,0,0,84
EV,4168,OKC,ATL,761,4,27,12,2007,123,139,165,149,9,34,149,0,16,0,0
XE,2368,STL,CLE,487,2,28,12,2004,93,108,15,0,13,17,0,0,15,0,0
EV,4909,CVG,DFW,812,5,30,1,2004,136,120,140,156,1443,9,140,0,0,0,0
AA,1369,EWR,ORD,719,4,13,11,2008,165,210,216,171,7,86,0,21,45,0,150
NW,530,DTW,LGA,501,2,15,5,2007,110,153,83,40,9,65,0,40,43,0,0
EV,4448,SLC,LAS,368,4,1,3,2007,82,83,22,21,10,20,21,0,1,0,0
DL,1137,SLC,SFO,599,7,19,9,2004,114,164,68,18,5,45,18,0,50,0,0
AA,1162,SAN,DFW,1171,3,3,12,2003,167,183,66,50,10,28,0,10,16,0,40
AA,1432,DEN,ORD,888,5,9,12,2005,143,146,31,28,16,9,0,0,5,0,26
US,537,LAS,SAN,258,1,28,5,2007,66,63,17,20,4,15,3,0,0,0,14
DL,200,ATL,LAS,1747,4,17,3,2005,267,263,51,55,7,12,51,0,0,0,0
NW,529,LGA,DTW,501,5,23,2,2007,124,127,76,73,11,25,0,0,3,0,73
US,2034,DCA,BOS,399,2,10,10,2006,84,79,18,23,8,9,0,0,0,0,18
OO,6242,RDD,SFO,199,4,23,11,2006,72,66,259,265,3,11,259,0,0,0,0
DL,1259,RIC,ATL,481,4,4,12,2003,106,112,228,222,8,18,0,0,228,0,0
F9,416,LAX,DEN,862,3,21,12,2005,130,129,15,16,7,13,4,0,11,0,0
MQ,4082,ORD,ROC,528,2,27,4,2004,95,93,57,59,7,13,57,0,0,0,0
XE,2239,IAH,BFL,1428,1,6,3,2006,237,244,22,15,9,31,15,0,7,0,0
EV,4839,ATL,MSY,425,4,31,1,2008,112,102,68,78,7,16,68,0,0,0,0
FL,1593,GPT,ATL,352,7,18,3,2007,77,77,27,27,17,8,0,0,0,0,27
DL,783,TYS,ATL,152,1,25,9,2006,70,57,202,215,8,15,202,0,0,0,0
CO,1501,PIT,IAH,1117,2,2,5,2006,187,198,24,13,10,16,0,13,11,0,0
NW,221,SFO,HNL,2398,1,20,8,2007,318,316,22,24,5,16,0,0,0,0,22
AA,1007,DFW,PHX,868,4,27,1,2005,152,175,37,14,6,22,0,0,37,0,0
US,425,CLT,PHX,1774,3,10,5,2006,272,289,15,-2,13,8,0,0,15,0,0
DL,1877,ATL,MSY,425,5,27,6,2008,98,105,48,41,6,36,1,0,7,0,40
CO,544,IAH,CLE,1091,1,12,3,2007,170,219,120,71,8,70,0,71,49,0,0
B6,97,JFK,DEN,1626,4,15,3,2007,165,151,22,36,7,25,0,0,0,0,22
US,112,LAX,LAS,236,6,9,9,2006,63,61,25,27,5,11,2,0,0,0,23
US,92,PHX,PDX,1009,6,16,8,2008,157,146,47,58,4,9,47,0,0,0,0
OH,5576,LEX,CVG,70,3,18,6,2008,40,41,46,45,2,10,45,0,1,0,0
NW,560,MSP,LGA,1020,5,15,8,2008,160,181,19,-2,10,28,0,0,19,0,0
US,2180,DCA,LGA,214,1,5,7,2004,66,87,27,6,6,38,0,0,21,0,6
OH,5491,ALB,JFK,145,1,28,7,2008,85,108,63,40,11,46,40,0,23,0,0
TZ,717,MDW,LAS,1521,3,12,11,2003,235,265,75,45,7,14,0,0,30,0,45
OO,5558,MRY,SFO,77,2,19,2,2008,39,53,66,52,6,10,0,0,66,0,0
AA,2014,DFW,MSY,448,7,6,4,2008,75,79,27,23,2,20,0,0,4,0,23
DL,1213,ATL,CHS,259,2,24,10,2006,62,81,15,-4,4,39,0,0,15,0,0
NW,129,ORD,MSP,334,1,25,6,2007,88,109,52,31,10,37,7,0,21,0,24
9E,3795,BHM,DTW,625,5,29,2,2008,128,153,19,-6,11,28,0,0,19,0,0
WN,318,PHX,STL,1262,7,7,11,2004,170,161,21,30,3,10,2,0,0,0,19
MQ,4353,ORD,CID,196,3,23,7,2008,60,55,15,20,3,17,0,0,15,0,0
WN,1733,PDX,OAK,543,7,5,6,2005,100,92,20,28,5,7,4,0,0,0,16
WN,2003,OKC,MCI,313,7,1,6,2008,65,61,63,67,3,9,0,0,0,0,63
HP,283,ATL,PHX,1587,2,31,8,2004,232,235,49,46,7,20,33,0,3,0,13
9E,2946,DTW,HSV,554,2,29,5,2007,112,102,41,51,7,18,41,0,0,0,0
DH,7247,IAD,BDL,326,5,26,12,2003,78,81,15,12,3,23,0,0,3,0,12
WN,387,MCO,MCI,1072,4,9,10,2008,175,167,22,30,5,12,12,0,0,0,10
DL,401,ATL,MCO,403,1,14,5,2007,85,108,23,0,10,22,0,0,23,0,0
DL,753,ATL,DEN,1199,5,27,6,2008,192,181,25,36,6,15,3,0,0,0,22
US,1061,PHL,FLL,992,4,17,2,2005,177,173,23,27,7,35,23,0,0,0,0
MQ,4082,ORD,ROC,528,4,15,7,2004,94,93,66,67,4,17,66,0,0,0,0
AA,1459,RDU,ORD,647,1,9,6,2008,125,119,41,47,9,16,0,0,0,0,41
OO,6063,FAT,SFO,158,7,5,3,2006,53,62,40,31,5,5,0,0,40,0,0
EV,4315,LEX,ATL,303,6,8,3,2008,96,115,107,88,19,42,88,0,19,0,0
WN,2186,STL,DTW,440,5,13,6,2008,85,103,37,19,6,11,4,0,18,0,15
OO,5968,ORD,LEX,323,6,29,9,2007,76,82,19,13,3,30,19,0,0,0,0
MQ,4080,ORD,BNA,409,6,18,12,2004,87,103,16,0,10,36,0,0,16,0,0
EV,4551,SLC,LIT,1156,5,15,4,2005,164,170,16,10,2,27,10,0,6,0,0
XE,2297,EWR,CVG,569,5,26,10,2007,134,141,140,133,7,33,133,0,7,0,0
XE,2116,IAH,PSP,1269,6,21,4,2007,218,198,22,42,5,12,0,22,0,0,0
UA,324,ORD,PHL,678,5,13,2,2004,124,112,55,67,7,17,10,0,0,0,45
AA,339,LGA,ORD,733,2,15,7,2008,155,175,19,-1,11,55,0,0,19,0,0
AA,2483,DFW,LAX,1235,5,29,6,2007,185,186,195,194,10,15,0,4,1,0,190
OO,6157,ORD,GRB,174,5,1,8,2008,57,54,66,69,2,18,0,0,0,0,66
DL,312,FLL,ATL,581,5,5,3,2004,118,125,19,12,22,19,0,0,14,0,5
AA,1713,LGA,MIA,1097,4,27,9,2007,190,214,27,3,8,50,0,0,27,0,0
WN,1652,CLE,LAS,1825,6,28,7,2007,265,243,44,66,4,8,0,0,0,0,44
WN,577,SAT,DAL,248,7,21,9,2008,55,68,15,2,5,13,0,0,15,0,0
FL,310,ATL,CLT,227,7,26,8,2007,65,65,63,63,6,15,0,63,0,0,0
OO,6920,DSM,ORD,299,7,22,1,2006,77,125,46,-2,75,8,46,0,0,0,0
XE,2291,MEM,EWR,946,5,26,9,2008,165,231,257,191,11,74,0,0,257,0,0
WN,1685,MDW,CMH,284,5,28,12,2007,65,68,86,83,6,11,6,0,3,0,77
AA,815,ORF,DFW,1213,2,13,5,2008,195,214,17,-2,9,9,0,0,17,0,0
AA,469,PHL,ORD,678,4,25,9,2008,135,156,15,-6,9,46,0,0,15,0,0
OO,6710,DEN,LNK,423,1,28,2,2005,76,74,36,38,3,15,36,0,0,0,0
CO,621,EWR,IND,644,5,28,5,2004,137,160,19,-4,12,46,0,0,19,0,0
OO,6776,TYS,ORD,475,5,13,10,2006,98,123,278,253,4,33,0,0,278,0,0
NW,768,DTW,SYR,374,7,5,2,2006,78,94,28,12,5,32,12,0,16,0,0
XE,2593,IAH,OMA,781,4,24,7,2008,130,149,17,-2,4,33,0,0,17,0,0
AA,794,LAS,ORD,1515,4,27,9,2007,200,202,16,14,5,25,0,0,16,0,0
US,1828,CLT,CMH,346,5,3,11,2006,79,74,66,71,4,13,66,0,0,0,0
US,1947,DCA,FLL,899,5,26,9,2008,151,163,21,9,5,19,9,0,12,0,0
AA,332,SJU,PHL,1576,1,7,2,2005,237,266,23,-6,6,21,0,0,23,0,0
NW,656,DTW,EWR,487,1,4,12,2006,110,156,46,0,11,78,0,0,46,0,0
WN,1852,PHX,MDW,1444,5,20,5,2005,195,195,90,90,3,15,90,0,0,0,0
WN,1756,HOU,AUS,148,7,21,5,2006,45,38,23,30,2,7,23,0,0,0,0
EV,4746,ATL,MDW,590,1,25,6,2007,110,128,47,29,11,28,0,0,18,0,29
OH,5893,CVG,OKC,756,3,8,9,2004,126,120,57,63,2,12,57,0,0,0,0
AS,594,SFO,SAN,447,7,1,7,2007,87,98,19,8,4,24,0,0,11,0,8
EV,4714,STL,ATL,483,1,2,7,2007,97,93,88,92,9,15,0,0,0,0,88
AS,2,SEA,DCA,2329,5,21,11,2003,282,271,32,43,5,9,0,0,0,0,32
MQ,3441,DFW,GRK,134,5,9,9,2005,52,51,20,21,3,22,20,0,0,0,0
UA,1523,DEN,SFO,967,5,1,8,2003,155,151,17,21,4,15,0,0,0,0,17
EV,4650,CSG,ATL,83,7,22,10,2006,49,55,18,12,17,6,12,0,6,0,0
OO,6263,CLD,LAX,86,5,2,1,2004,41,26,65,80,4,5,0,0,0,0,65
AA,1566,AUS,DFW,190,3,17,12,2008,60,63,41,38,10,10,0,0,5,0,36
XE,2120,CLE,DFW,1021,1,14,6,2004,175,208,32,-1,7,57,0,0,32,0,0
UA,1084,ORD,DTW,235,4,18,3,2004,66,57,134,143,5,14,43,0,0,0,91
US,1663,PIT,TPA,873,5,20,6,2003,133,161,26,-2,5,12,0,0,26,0,0
WN,324,PHX,IND,1489,6,18,2,2006,210,162,120,168,7,7,112,0,0,0,8
US,351,PHX,MSP,1276,5,8,9,2006,182,181,253,254,17,10,253,0,0,0,0
OO,5892,BZN,ORD,1186,3,16,4,2008,171,275,107,3,9,122,0,0,107,0,0
FL,357,LGA,ATL,761,2,29,8,2006,150,130,294,314,7,13,0,0,0,0,294
HP,64,OAK,LAS,407,7,30,5,2004,80,73,26,33,4,10,26,0,0,0,0
MQ,4900,CLT,LGA,544,4,24,7,2008,120,158,76,38,32,41,0,0,54,0,22
AA,378,ORD,LGA,733,4,26,7,2007,130,161,140,109,5,12,7,0,31,0,102
MQ,3088,SAN,LAX,109,6,11,12,2004,49,66,17,0,3,35,0,0,17,0,0
FL,110,DFW,ATL,732,6,13,11,2004,128,123,23,28,6,18,0,0,23,0,0
XE,3337,IAH,PSP,1269,3,14,7,2004,182,172,78,88,5,13,5,0,0,0,73
9E,4743,MSP,ROC,783,6,29,12,2007,123,149,23,-3,10,39,0,0,23,0,0
B6,412,SJU,JFK,1597,1,26,1,2004,235,251,16,0,3,16,0,0,16,0,0
WN,1923,MCI,DAL,461,5,27,6,2008,85,80,30,35,4,9,4,0,0,0,26
EV,4122,ATL,MYR,317,7,2,10,2005,97,92,16,21,2,18,0,16,0,0,0
CO,1618,EWR,TPA,998,3,23,7,2008,179,200,29,8,11,37,8,0,21,0,0
WN,2301,ELP,PHX,347,1,6,3,2006,75,70,20,25,5,5,0,0,20,0,0
DH,7349,IAD,CAE,401,5,27,6,2003,85,87,38,36,4,23,37,0,1,0,0
WN,1157,MHT,BWI,377,2,20,5,2008,90,86,79,83,4,9,0,0,0,0,79
AS,748,SEA,PHX,1107,3,30,6,2004,168,170,27,25,9,12,25,0,2,0,0
MQ,4161,ORD,ORF,717,3,3,8,2005,130,146,26,10,5,29,2,0,16,0,8
DL,2220,ATL,IAD,533,7,3,8,2003,108,170,62,0,9,86,0,0,62,0,0
EV,4366,ATL,ABY,146,7,15,4,2007,59,50,38,47,8,23,0,0,0,0,38
UA,245,ORD,DEN,888,6,5,8,2006,157,166,21,12,25,13,12,0,9,0,0
US,17,PHL,LAX,2401,1,7,3,2005,361,343,25,43,9,16,25,0,0,0,0
US,1957,LGA,CLT,544,4,18,10,2007,121,121,15,15,12,16,15,0,0,0,0
MQ,4331,TVC,ORD,224,4,23,12,2004,63,68,17,12,7,18,0,0,5,0,12
DH,7808,IAD,JFK,228,4,10,7,2003,85,93,23,15,5,17,16,0,7,0,0
B6,1280,RIC,BOS,474,5,17,8,2007,90,80,125,135,2,12,125,0,0,0,0
EV,4759,SGF,ATL,563,5,23,6,2006,106,153,53,6,38,9,6,0,47,0,0
AA,1952,SJU,FLL,1046,1,17,3,2008,170,182,65,53,9,14,0,0,12,0,53
US,1025,PHL,CLT,448,2,30,3,2004,105,112,22,15,7,22,10,0,7,0,5
F9,511,LGA,DEN,1619,1,9,7,2007,260,344,106,22,5,132,12,0,94,0,0
WN,611,BNA,HOU,670,2,30,1,2007,130,127,17,20,2,7,17,0,0,0,0
MQ,3489,DFW,FSM,228,3,3,5,2006,60,55,19,24,3,12,19,0,0,0,0
CO,1700,FLL,EWR,1065,2,17,10,2006,179,196,61,44,10,25,0,0,61,0,0
AS,594,SEA,BUR,937,2,24,10,2006,137,133,123,127,2,10,0,0,0,0,123
YV,7148,ORD,ABE,654,6,26,4,2008,111,104,72,79,2,18,72,0,0,0,0
MQ,3468,XNA,DFW,281,3,6,2,2008,65,93,28,0,4,33,0,0,28,0,0
WN,1587,STL,OKC,462,1,8,9,2008,85,89,16,12,4,8,10,0,4,0,2
XE,3250,RIC,EWR,278,4,13,1,2005,95,82,96,109,6,17,0,0,0,0,96
UA,722,ORD,GRR,137,4,9,3,2006,53,47,65,71,6,14,7,0,0,0,58
WN,1749,BWI,PBI,883,5,14,11,2008,150,172,33,11,4,10,0,0,26,0,7
NW,953,MCO,MEM,683,5,23,7,2004,122,125,72,69,10,17,69,0,3,0,0
AA,1359,MIA,IAH,964,6,28,8,2004,151,138,195,208,9,12,0,28,0,0,167
AS,69,SEA,KTN,680,6,12,6,2004,118,103,23,38,4,10,0,0,0,0,23
EV,4331,ATL,GPT,352,6,9,8,2003,104,95,26,35,3,18,0,0,0,0,26
WN,166,SLC,PDX,630,5,29,8,2003,110,97,31,44,3,9,0,0,0,0,31
NW,378,DTW,BOS,632,2,17,6,2008,108,124,22,6,8,32,6,0,16,0,0
NW,1637,MSP,SAT,1097,7,6,1,2008,172,194,18,-4,9,21,0,0,18,0,0
WN,408,PHX,LAS,256,4,22,6,2006,65,56,15,24,4,9,1,0,0,0,14
FL,885,MDW,EWR,711,1,1,5,2006,124,147,20,-3,19,22,0,0,20,0,0
UA,191,IAD,SEA,2306,1,22,10,2007,338,359,44,23,4,24,23,0,21,0,0
DH,6125,CVG,AZO,225,5,9,1,2004,65,56,30,39,2,14,30,0,0,0,0
OH,5858,LGA,CMH,478,6,8,4,2006,111,106,20,25,3,21,0,0,20,0,0
AS,353,OAK,PDX,543,2,19,4,2005,91,98,19,12,4,9,0,0,7,0,12
OO,3952,ELP,SLC,693,4,3,11,2005,123,163,31,-9,49,12,31,0,0,0,0
AA,2422,DFW,MSP,852,3,2,5,2007,135,130,15,20,5,13,15,0,0,0,0
DL,1558,CVG,BOS,752,4,12,8,2004,124,120,99,103,12,15,0,0,0,0,99
EV,5149,ATL,SGF,563,5,26,12,2008,116,161,49,4,3,70,4,0,45,0,0
CO,1023,IAH,MSY,305,6,1,5,2004,65,95,48,18,3,37,0,18,30,0,0
DL,1657,JAX,ATL,270,5,30,6,2006,70,63,29,36,5,11,29,0,0,0,0
9E,2197,MSP,FAR,223,7,21,12,2008,70,67,80,83,5,18,0,0,0,0,80
AA,2264,ATL,ORD,606,1,17,11,2003,115,149,29,-5,14,15,0,0,29,0,0
OO,5437,SDF,ORD,286,7,20,5,2007,94,102,45,37,7,25,45,0,0,0,0
FL,988,ATL,PIT,526,7,2,5,2004,105,87,85,103,10,16,0,0,85,0,0
FL,721,TPA,DAY,828,6,19,1,2008,129,113,30,46,4,8,30,0,0,0,0
WN,783,AUS,LBB,341,1,9,7,2007,65,58,70,77,4,6,1,0,0,0,69
EV,4277,ATL,CAE,191,4,16,2,2006,54,52,18,20,4,18,18,0,0,0,0
US,84,MCO,DCA,759,1,13,2,2006,119,121,20,18,5,12,0,0,2,0,18
WN,901,ABQ,SLC,493,7,9,12,2007,100,81,29,48,3,8,3,0,0,0,26
UA,56,KOA,LAX,2504,1,30,1,2006,307,331,20,-4,8,10,0,0,20,0,0
FL,166,DTW,MCO,957,2,16,12,2008,149,201,68,16,6,66,16,0,52,0,0
9E,5627,MSP,BIS,386,1,26,3,2007,85,111,41,15,3,45,0,15,26,0,0
CO,473,EWR,SJU,1608,3,20,7,2005,241,290,49,0,4,60,0,0,49,0,0
B6,454,FLL,BOS,1237,5,28,3,2008,194,222,97,69,6,40,0,0,88,0,9
NW,187,MSP,SAN,1532,4,28,8,2003,222,255,32,-1,1,48,0,0,32,0,0
MQ,3160,SJC,LAX,308,4,1,9,2005,69,67,64,66,6,9,0,0,0,0,64
FL,811,ATL,ICT,781,7,3,8,2003,136,134,26,28,7,14,0,0,26,0,0
UA,312,ORD,PBI,1144,3,16,6,2004,182,239,60,3,2,75,0,0,57,0,3
WN,1770,PHX,LAX,370,4,30,9,2004,75,69,19,25,4,9,0,0,0,0,19
OO,6178,SFO,SBA,262,5,28,4,2006,73,78,24,19,4,13,24,0,0,0,0
WN,1337,ABQ,MAF,332,3,14,12,2005,60,57,17,20,2,10,0,0,0,0,17
MQ,3278,CLL,DFW,164,2,12,7,2005,69,64,23,28,11,8,0,23,0,0,0
WN,957,ABQ,PHX,328,5,21,12,2007,80,75,23,28,5,12,0,0,23,0,0
9E,5778,MEM,PFN,417,6,23,2,2008,87,78,34,43,8,15,34,0,0,0,0
AA,1120,SJC,ORD,1829,2,1,1,2008,260,296,379,343,8,34,343,0,36,0,0
UA,1608,ORD,MCO,1005,5,30,6,2006,155,154,22,23,3,22,0,0,0,0,22
UA,1177,SLC,SFO,599,1,19,2,2007,123,160,31,-6,12,56,0,0,31,0,0
MQ,4313,DAY,ORD,240,4,25,3,2004,70,92,17,-5,6,37,0,0,17,0,0
AA,4,LAX,JFK,2475,4,15,5,2008,330,352,17,-5,11,15,0,0,17,0,0
OH,5474,BGR,CVG,906,5,5,11,2004,157,156,26,27,5,15,26,0,0,0,0
CO,1172,EWR,BOS,200,1,23,4,2007,84,90,35,29,5,24,2,0,6,0,27
YV,7137,ORD,ATW,160,1,22,12,2008,57,65,168,160,3,36,0,0,8,0,160
CO,524,CLE,EWR,404,2,25,4,2006,105,117,26,14,7,32,0,0,26,0,0
AA,1118,DFW,STL,551,1,15,10,2007,100,110,78,68,6,34,0,68,10,0,0
YV,7255,IAD,PIT,183,6,18,11,2006,63,55,17,25,5,18,17,0,0,0,0
OH,5505,ORD,CVG,264,2,5,7,2005,76,108,26,-6,4,56,0,0,26,0,0
UA,428,SEA,DEN,1024,7,27,6,2004,152,176,21,-3,7,21,0,0,21,0,0
MQ,3391,DFW,SPS,113,1,5,1,2004,56,81,25,0,10,43,0,0,25,0,0
AA,1471,MCI,DFW,460,5,21,7,2006,95,82,53,66,7,8,0,0,0,0,53
AA,215,MCO,LAX,2217,4,22,1,2004,323,340,15,-2,12,16,0,0,15,0,0
XE,2490,ALB,EWR,143,1,20,3,2006,65,56,39,48,4,20,0,0,0,0,39
OH,6754,TYS,LGA,647,5,7,11,2008,129,160,31,0,39,11,0,0,31,0,0
OO,6336,RNO,SFO,192,5,4,7,2008,71,138,136,69,5,80,0,0,136,0,0
NW,129,MSP,PHX,1276,2,23,12,2008,206,225,22,3,6,22,0,0,22,0,0
OO,3727,COD,SLC,298,3,15,2,2006,88,117,112,83,7,22,0,0,0,0,112
WN,2566,LAS,PHX,256,3,31,1,2007,65,51,38,52,3,8,0,0,0,0,38
WN,227,ONT,PHX,325,1,28,11,2005,65,70,25,20,3,10,0,0,5,0,20
AA,494,LAS,DFW,1055,5,8,10,2004,154,172,20,2,11,12,0,0,20,0,0
AA,1330,MSY,ORD,837,6,10,2,2007,144,138,34,40,6,10,5,0,0,0,29
AS,511,SAN,SEA,1050,6,8,1,2005,177,167,55,65,6,10,0,0,0,0,55
WN,2213,PHX,SNA,338,5,4,4,2008,70,70,50,50,5,7,50,0,0,0,0
WN,2214,OAK,SAN,446,5,15,10,2004,85,86,31,30,3,10,0,0,1,0,30
UA,1509,ORD,SJC,1829,2,4,11,2003,276,363,102,15,5,92,15,0,87,0,0
WN,767,OAK,SEA,671,3,12,3,2008,115,111,152,156,3,8,125,0,0,0,27
EV,4576,ATL,FAY,331,7,23,5,2004,71,79,22,14,2,24,14,0,8,0,0
AA,1108,DFW,MCO,984,5,28,1,2005,135,127,32,40,6,13,17,0,0,0,15
XE,2411,EWR,PIT,319,4,8,12,2005,87,101,180,166,7,30,4,0,14,0,162
AA,2020,DFW,ATL,732,2,25,12,2007,110,107,22,25,7,13,22,0,0,0,0
NW,897,DTW,JFK,508,4,26,7,2007,104,115,97,86,14,17,86,0,11,0,0
XE,2022,CLE,MDW,307,6,22,12,2007,79,82,103,100,5,13,0,100,3,0,0
XE,2439,DCA,CLE,310,5,22,12,2006,80,85,18,13,8,16,0,0,5,0,13
WN,400,SLC,LAS,368,2,27,11,2007,80,97,15,-2,5,24,0,0,15,0,0
DL,219,ATL,SFO,2139,2,22,11,2005,294,294,66,66,5,19,66,0,0,0,0
WN,2166,ONT,OAK,361,4,3,3,2005,70,72,17,15,5,7,3,0,2,0,12
WN,371,PHX,TUL,935,2,20,9,2005,135,138,18,15,3,15,3,0,3,0,12
EV,4332,ATL,AVP,714,4,19,7,2007,127,127,210,210,2,22,0,0,0,0,210
OH,5878,BOS,DCA,399,2,13,12,2005,100,86,31,45,6,16,31,0,0,0,0
MQ,3146,SAN,SJC,417,5,30,11,2007,85,78,57,64,2,16,0,0,0,0,57
DL,1275,CVG,PHL,507,2,23,5,2006,102,94,29,37,12,8,3,0,0,0,26
AS,349,OAK,SEA,671,5,21,11,2008,121,126,40,35,6,15,35,0,5,0,0
EV,4164,ATL,ATW,765,4,16,8,2007,136,140,48,44,13,25,44,0,4,0,0
XE,2347,CLT,EWR,529,5,3,10,2008,110,112,39,37,9,15,0,0,39,0,0
FL,406,BWI,ATL,576,7,31,12,2006,114,115,27,26,5,11,0,0,1,0,26
WN,258,PHX,SAN,304,7,9,5,2004,65,65,30,30,5,10,30,0,0,0,0
MQ,4275,ORD,XNA,522,3,29,12,2004,103,106,17,14,3,22,14,0,3,0,0
AA,1256,MIA,BWI,946,3,24,11,2004,151,157,16,10,6,22,0,0,6,0,10
UA,318,DEN,OMA,472,6,2,8,2003,82,73,61,70,3,9,6,0,0,0,55
US,568,ORD,PIT,412,4,22,12,2005,82,108,24,-2,7,42,0,0,24,0,0
UA,1576,TPA,IAD,810,5,2,12,2005,133,128,53,58,7,15,14,0,0,0,39
UA,917,IAD,SEA,2306,1,7,7,2008,344,430,85,-1,8,92,0,0,85,0,0
WN,797,LAS,MAF,796,5,3,8,2007,125,129,15,11,2,17,0,0,7,0,8
US,116,DCA,LAS,2089,4,14,12,2006,332,317,40,55,10,16,40,0,0,0,0
B6,10,JFK,BUF,301,4,2,9,2004,85,80,18,23,3,28,0,0,11,0,7
FL,468,ATL,BWI,576,3,2,8,2006,111,135,23,-1,15,34,0,0,23,0,0
WN,2129,MCI,DAL,461,5,6,6,2008,85,84,32,33,5,12,0,0,0,0,32
UA,519,DEN,SJC,948,7,16,4,2006,155,168,16,3,4,11,0,0,16,0,0
UA,793,ORD,MSP,334,5,19,5,2006,83,87,21,17,5,11,12,0,4,0,5
AA,1476,DFW,DCA,1192,2,19,2,2008,165,147,113,131,4,11,113,0,0,0,0
UA,564,DFW,ORD,802,3,20,6,2007,142,143,87,86,5,25,0,0,5,0,82
MQ,3559,DFW,XNA,281,6,15,7,2006,68,68,28,28,5,21,28,0,0,0,0
WN,515,SNA,LAS,226,4,13,3,2008,65,63,23,25,5,11,0,0,6,0,17
OO,6655,CID,DEN,692,1,23,4,2007,121,135,30,16,7,6,0,0,0,0,30
MQ,3682,SDF,DFW,733,1,29,1,2007,145,164,21,2,8,22,0,0,21,0,0
WN,1417,SMF,ONT,389,2,28,12,2004,75,87,178,166,3,10,11,0,12,0,155
DL,1054,ATL,ORF,516,6,8,5,2004,88,97,16,7,4,22,7,0,9,0,0
US,1592,MCO,CLT,468,1,12,3,2007,95,114,128,109,5,24,103,0,19,0,6
WN,1908,ONT,SMF,389,3,1,2,2006,80,91,28,17,3,13,17,0,11,0,0
WN,1858,DAL,ELP,562,1,5,6,2006,100,90,15,25,2,9,1,0,0,0,14
AA,514,DFW,ORF,1213,1,5,12,2005,164,150,16,30,5,21,16,0,0,0,0
AA,1151,EWR,SJU,1608,5,11,1,2008,230,234,48,44,4,31,44,0,4,0,0
TZ,279,EWR,MDW,711,5,4,6,2004,145,158,17,4,5,30,0,0,17,0,0
XE,3418,EWR,RIC,278,3,24,11,2004,79,75,92,96,7,10,0,0,12,0,80
DH,7247,IAD,BDL,326,1,7,7,2003,77,74,42,45,5,14,42,0,0,0,0
AA,1204,DFW,RDU,1062,2,25,9,2007,155,173,20,2,4,12,0,0,20,0,0
WN,3292,ABQ,MCO,1552,7,3,7,2005,215,247,32,0,4,5,0,0,32,0,0
AS,64,ANC,JNU,571,7,6,3,2005,99,103,120,116,2,10,2,0,4,0,114
DL,1668,ONT,ATL,1900,3,5,5,2004,246,264,20,2,9,12,0,0,20,0,0
DL,778,DCA,ATL,547,5,1,9,2006,117,117,18,18,10,17,0,18,0,0,0
OH,5671,GSO,CVG,330,5,26,10,2007,87,110,23,0,2,30,0,0,23,0,0
WN,2540,MSY,HOU,303,7,25,7,2004,65,118,88,35,53,10,0,27,53,0,8
WN,54,HOU,DAL,239,4,27,3,2008,55,57,28,26,3,10,12,0,2,0,14
MQ,3630,IAH,DFW,224,5,25,6,2004,69,106,24,-13,4,56,0,0,24,0,0
CO,1443,TUL,IAH,429,5,5,3,2004,90,107,16,-1,14,12,0,0,16,0,0
FL,129,ATL,TPA,406,5,22,4,2005,82,72,183,193,10,9,0,0,0,0,183
9E,5743,AUS,MEM,559,5,22,2,2008,105,109,25,21,6,25,0,21,4,0,0
NW,1634,HDN,MSP,774,1,7,2,2005,130,159,24,-5,7,45,0,0,24,0,0
AA,873,ORD,LAX,1745,7,21,9,2003,265,271,20,14,9,37,10,0,6,0,4
US,474,BUR,PHX,369,7,21,5,2006,89,88,17,18,5,14,12,0,0,0,5
WN,2349,LAS,IND,1591,5,4,11,2005,210,201,55,64,7,17,31,0,0,0,24
MQ,3777,DFW,LIT,304,4,22,12,2005,66,63,32,35,4,14,32,0,0,0,0
WN,208,BOI,SEA,399,3,20,6,2007,80,72,30,38,4,6,2,0,0,0,28
OO,5751,LMT,SFO,315,7,20,7,2008,90,132,159,117,1,10,0,0,159,0,0
HP,778,LAS,BWI,2106,5,27,6,2003,273,269,42,46,7,18,42,0,0,0,0
UA,1405,ORD,PHX,1440,4,12,1,2006,222,209,38,51,4,18,0,0,0,0,38
